age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
34,4,213722,11,9,4,6,4,0,1,0,0,40,39,<=50K
43,2,118853,15,10,2,13,1,0,1,4386,0,99,39,>50K
53,4,58985,15,10,2,10,6,0,0,0,0,24,39,<=50K
23,4,183358,11,9,4,3,2,0,1,0,0,40,33,<=50K
39,4,211154,11,9,2,14,1,0,1,0,0,55,39,<=50K
26,4,263444,11,9,2,7,1,0,1,0,0,45,39,<=50K
25,0,237865,15,10,4,0,4,2,1,0,0,40,0,<=50K
84,4,132806,11,9,6,8,2,0,0,0,0,13,39,<=50K
23,4,169104,15,10,4,12,4,3,1,0,0,25,39,<=50K
29,4,262208,15,10,4,8,2,2,0,0,0,30,23,<=50K
40,4,120277,11,9,4,6,4,0,1,0,0,40,21,<=50K
23,4,257683,9,13,4,10,4,0,1,0,0,40,39,<=50K
33,5,289886,11,9,4,8,5,3,1,0,0,40,40,<=50K
57,4,175942,15,10,0,4,2,0,0,0,0,50,39,>50K
35,4,140752,11,9,4,12,2,0,1,0,0,25,39,<=50K
28,4,271936,15,10,4,4,2,0,0,0,0,35,39,<=50K
21,4,57711,11,9,4,8,2,0,0,0,0,30,39,<=50K
49,4,138370,12,14,3,11,2,3,1,0,0,40,19,<=50K
23,4,101885,0,6,4,3,2,0,0,0,0,40,39,<=50K
60,0,366531,8,11,6,0,2,0,0,0,0,40,39,<=50K
61,5,227232,9,13,5,12,2,0,0,0,0,30,39,<=50K
40,4,29927,11,9,0,1,5,0,0,0,0,45,9,<=50K
19,6,45546,15,10,4,12,4,0,0,0,0,16,39,<=50K
45,7,312678,12,14,4,1,2,2,1,0,0,38,39,<=50K
30,6,223212,9,13,4,12,5,0,1,0,0,40,39,<=50K
63,0,424591,11,9,2,0,1,0,1,0,0,40,39,<=50K
48,2,187969,12,14,0,10,5,0,0,0,0,80,39,<=50K
32,0,377017,7,12,4,0,4,0,1,0,0,40,39,<=50K
41,4,321824,11,9,2,3,1,0,1,0,0,8,39,<=50K
45,4,125489,12,14,0,10,5,0,0,0,0,50,39,<=50K
62,4,155256,11,9,2,4,1,0,1,0,0,45,39,>50K
58,0,37591,9,13,6,0,2,0,0,0,0,40,39,<=50K
25,4,88922,11,9,2,14,1,2,1,0,0,40,39,<=50K
46,4,239439,11,9,5,7,4,2,0,0,0,40,39,<=50K
34,4,148207,15,10,2,4,1,0,1,0,0,65,39,>50K
67,4,233022,1,7,6,1,5,0,0,0,0,20,39,<=50K
22,4,191342,9,13,4,12,4,3,1,0,0,50,36,<=50K
45,4,317360,9,13,0,10,5,0,0,0,0,50,39,<=50K
22,4,122346,11,9,0,3,2,0,1,0,0,40,39,<=50K
24,4,268525,9,13,4,1,2,0,1,0,0,32,39,<=50K
43,7,27661,12,14,4,10,2,0,1,0,0,45,39,<=50K
53,2,287192,3,2,2,8,1,0,1,0,0,32,26,<=50K
49,2,34021,9,13,4,10,4,0,0,0,0,50,39,<=50K
36,4,222584,11,9,0,1,5,2,0,0,0,40,39,<=50K
46,4,122026,9,13,2,3,1,0,1,0,0,44,39,>50K
22,4,218343,11,9,4,8,4,0,0,0,0,40,39,<=50K
38,4,238397,9,13,0,9,5,0,0,0,0,24,39,<=50K
57,6,253914,3,2,2,12,1,0,1,0,0,35,26,<=50K
47,6,118506,9,13,2,4,4,0,1,0,0,60,39,<=50K
58,4,293399,1,7,6,7,2,0,0,0,0,40,39,<=50K
44,6,274562,11,9,4,3,2,0,1,14344,0,40,39,>50K
41,4,174189,6,5,5,8,2,0,1,0,0,40,39,<=50K
45,6,220978,11,9,2,4,1,0,1,0,0,50,39,<=50K
18,0,113185,1,7,4,0,4,0,1,0,0,25,39,<=50K
62,4,272209,11,9,0,9,5,2,0,0,0,99,39,<=50K
60,0,230165,9,13,2,0,1,2,1,0,0,40,39,<=50K
19,4,240468,15,10,3,12,4,0,0,0,1602,40,39,<=50K
40,7,141858,14,15,2,10,1,0,1,0,0,72,39,<=50K
62,4,114060,5,4,2,11,1,0,1,0,0,91,39,<=50K
46,4,53893,15,10,2,13,1,0,1,0,0,40,39,>50K
30,4,149427,11,9,4,3,4,0,1,0,0,35,39,<=50K
35,4,161141,11,9,2,7,1,0,1,0,0,40,39,<=50K
33,0,316663,15,10,2,0,6,0,0,0,0,50,39,<=50K
51,0,147015,15,10,0,0,2,2,1,0,0,50,39,<=50K
20,4,286166,11,9,4,12,2,0,1,0,0,48,39,<=50K
54,4,123011,15,10,2,12,1,0,1,0,0,45,39,>50K
51,1,306784,11,9,2,3,1,0,1,4386,0,40,39,>50K
36,6,321274,9,13,2,5,1,0,1,0,0,50,39,<=50K
25,4,117833,9,13,4,10,2,0,0,0,1876,40,39,<=50K
25,7,328697,15,10,0,11,3,0,1,0,0,45,39,<=50K
29,4,82393,11,9,4,7,4,3,1,0,0,40,11,<=50K
50,4,48358,11,9,2,3,1,0,1,7688,0,40,39,>50K
41,4,217902,11,9,2,4,1,0,1,0,0,40,39,>50K
56,6,201318,6,5,2,4,3,0,1,3411,0,50,4,<=50K
47,6,109421,9,13,2,4,1,0,1,0,0,50,39,<=50K
22,4,222490,15,10,4,12,4,0,0,0,0,30,39,<=50K
29,4,261725,9,13,4,1,2,0,0,0,0,35,39,<=50K
23,4,142766,15,10,4,1,2,0,1,0,0,20,39,<=50K
46,2,199281,9,13,5,10,5,0,1,0,0,40,39,<=50K
25,4,155320,9,13,4,4,4,0,1,0,0,45,39,<=50K
34,4,42596,15,10,2,4,1,0,1,0,0,45,39,<=50K
37,1,325538,12,14,2,10,1,0,1,0,0,40,0,>50K
26,4,176008,11,9,0,1,4,0,0,0,0,40,39,<=50K
48,4,98719,11,9,6,8,2,0,0,0,0,44,39,<=50K
41,4,220694,9,13,0,8,2,0,1,0,0,37,39,<=50K
57,4,195176,12,14,4,10,2,0,1,0,0,80,39,<=50K
52,4,146711,9,13,2,10,1,0,1,0,0,50,39,>50K
55,7,26290,8,11,6,4,2,4,0,0,0,38,39,<=50K
63,4,207385,15,10,2,12,1,0,1,0,0,30,39,<=50K
24,1,306515,11,9,4,1,2,0,0,0,0,40,39,<=50K
71,7,100063,11,9,2,3,1,2,1,0,0,40,39,<=50K
46,2,238162,7,12,2,11,1,0,1,0,1887,50,39,>50K
40,5,193524,15,10,2,5,1,0,1,0,0,40,39,>50K
45,1,232997,15,10,2,14,1,0,1,0,0,65,39,>50K
35,0,98989,6,5,0,0,4,4,1,0,0,38,39,<=50K
46,2,109089,14,15,2,11,1,0,1,0,0,40,39,>50K
56,4,201344,15,10,6,3,5,0,0,0,0,38,39,<=50K
60,4,76127,7,12,2,1,1,0,1,0,0,35,39,>50K
35,4,290226,11,9,4,14,4,0,1,0,0,40,39,<=50K
28,4,176137,11,9,4,8,4,0,0,0,0,32,39,<=50K
35,4,100375,15,10,3,5,4,0,1,0,0,40,39,<=50K
23,4,212617,9,13,4,8,2,0,1,0,0,66,7,<=50K
44,4,174283,9,13,2,12,1,0,1,0,0,50,39,>50K
49,0,57665,9,13,0,0,4,0,0,0,0,40,39,<=50K
41,4,113491,15,10,2,10,1,0,1,0,0,40,39,>50K
44,4,275094,3,2,4,8,4,0,1,0,0,10,39,<=50K
42,6,206066,12,14,2,10,1,0,1,0,0,65,39,<=50K
41,4,352812,15,10,2,4,6,0,0,0,1902,40,39,>50K
73,2,45784,15,10,4,10,3,0,0,0,0,11,39,<=50K
46,4,58683,9,13,2,4,1,0,1,15024,0,55,39,>50K
38,4,108907,11,9,0,7,5,0,1,0,0,40,0,<=50K
22,4,73266,15,10,4,14,4,3,1,0,0,40,39,<=50K
42,6,119207,11,9,4,4,2,0,1,0,0,48,39,<=50K
47,6,274800,9,13,2,10,1,0,1,0,0,60,39,<=50K
30,4,361742,15,10,2,4,1,0,1,0,0,50,39,<=50K
58,4,213975,8,11,6,10,2,0,0,0,0,40,39,<=50K
24,4,200679,11,9,4,5,4,2,1,0,0,50,39,<=50K
48,5,382242,10,16,2,4,6,0,0,0,0,40,39,>50K
23,4,460046,11,9,5,4,5,0,0,0,0,42,39,<=50K
55,4,234327,15,10,2,3,1,0,1,0,0,40,39,<=50K
52,4,311931,4,3,2,12,6,0,0,0,0,15,8,<=50K
38,4,218729,11,9,0,8,2,0,0,0,0,25,39,<=50K
25,4,71351,3,2,4,8,3,0,1,0,0,25,8,<=50K
46,7,102628,12,14,6,11,5,0,1,0,0,40,39,<=50K
31,4,220690,15,10,0,3,2,0,1,0,0,80,39,<=50K
42,4,270721,9,13,4,10,2,0,1,0,0,32,39,<=50K
39,4,435638,15,10,4,7,2,0,1,0,0,40,39,<=50K
47,4,159550,11,9,0,1,2,2,0,0,0,40,39,<=50K
33,4,134886,11,9,4,12,4,0,0,0,0,20,39,<=50K
33,4,268127,11,9,4,8,5,2,0,0,0,40,39,<=50K
32,4,228265,11,9,4,6,4,0,0,0,0,30,39,<=50K
44,4,178385,12,14,2,4,1,3,1,0,0,48,19,<=50K
45,4,27332,11,9,0,12,2,0,0,0,0,40,39,<=50K
33,4,182556,9,13,2,4,1,0,1,0,0,40,39,>50K
45,4,161819,1,7,5,1,5,2,0,0,0,25,39,<=50K
29,4,283760,9,13,4,4,2,0,0,0,0,40,39,<=50K
19,7,282721,15,10,4,8,2,2,1,0,0,12,39,<=50K
22,4,305466,11,9,4,6,2,0,1,0,0,40,39,<=50K
31,4,57781,11,9,0,1,5,0,0,0,0,50,39,<=50K
49,0,178215,15,10,6,0,5,0,0,0,0,28,39,<=50K
45,4,112305,15,10,0,8,5,2,0,0,0,40,39,<=50K
40,4,124692,9,13,2,4,1,0,1,0,0,40,39,>50K
27,4,72208,15,10,4,1,4,2,1,0,0,40,39,<=50K
44,4,205706,11,9,4,4,2,0,0,0,0,40,39,<=50K
61,2,101265,11,9,6,1,5,0,0,1471,0,35,39,<=50K
21,0,405684,11,9,4,0,3,0,1,0,0,35,26,<=50K
52,4,208302,11,9,2,7,1,0,1,0,0,60,39,<=50K
67,4,174603,11,9,4,4,2,0,0,0,0,35,39,<=50K
26,4,219815,15,10,3,1,5,0,0,0,0,40,39,<=50K
35,4,202027,9,13,0,4,2,0,1,27828,0,50,39,>50K
28,4,338376,15,10,2,1,1,0,1,0,0,50,39,>50K
27,4,31757,8,11,4,3,4,0,1,0,0,38,39,<=50K
47,2,328610,11,9,2,3,1,0,1,0,0,40,39,<=50K
51,6,388496,15,10,0,3,2,0,1,0,0,8,33,>50K
31,4,301637,8,11,4,5,4,0,1,0,0,40,39,<=50K
42,1,153143,15,10,0,1,3,0,0,0,0,40,33,<=50K
39,4,163392,11,9,2,12,1,3,1,0,0,26,0,<=50K
28,2,214881,11,9,2,3,1,0,1,0,0,40,39,<=50K
51,4,222615,11,9,2,7,1,0,1,0,0,40,39,>50K
42,4,194636,9,13,2,10,1,0,1,0,0,45,39,>50K
61,4,128230,11,9,2,10,1,0,1,0,0,30,39,<=50K
29,4,134566,12,14,2,12,1,0,1,0,0,20,39,<=50K
23,4,209034,11,9,2,7,6,0,0,3942,0,40,39,<=50K
54,4,215990,11,9,2,4,1,0,1,0,0,40,39,>50K
34,2,22641,11,9,4,11,2,4,1,0,0,40,39,<=50K
23,4,218899,9,13,4,12,4,0,0,0,0,60,39,<=50K
35,4,308691,12,14,2,7,1,0,1,0,0,48,39,<=50K
29,4,181280,11,9,2,7,1,0,1,0,0,40,39,<=50K
35,4,185366,9,13,4,12,2,0,1,0,0,50,39,<=50K
81,5,247232,0,6,2,4,6,0,0,2936,0,28,39,<=50K
52,6,140985,9,13,2,1,6,0,0,99999,0,30,39,>50K
44,4,159911,5,4,2,8,6,0,0,0,0,55,39,<=50K
28,4,157391,9,13,4,12,4,0,0,0,0,40,39,<=50K
43,4,69333,11,9,2,7,1,0,1,0,0,48,39,<=50K
41,4,143003,8,11,2,8,1,3,1,7298,0,60,19,>50K
46,1,44706,9,13,0,10,5,0,0,0,0,50,39,>50K
23,4,184589,9,13,4,10,4,0,0,0,0,21,39,<=50K
19,4,166153,15,10,4,8,4,0,0,0,0,30,39,<=50K
59,4,227386,0,6,2,3,1,0,1,0,0,40,39,<=50K
36,4,80743,11,9,2,8,6,3,0,0,0,40,35,<=50K
25,4,231357,11,9,4,1,2,0,0,0,0,40,39,<=50K
50,2,186888,11,9,2,4,6,2,0,0,0,40,39,>50K
36,4,269318,9,13,2,4,1,0,1,0,0,50,39,>50K
19,4,323605,5,4,4,8,2,0,1,0,0,60,39,>50K
55,0,136819,9,13,2,0,1,0,1,0,0,40,39,<=50K
50,4,35224,11,9,2,3,1,0,1,0,0,40,39,<=50K
46,4,123598,9,13,2,12,1,0,1,0,0,40,39,<=50K
36,6,89622,11,9,2,3,1,0,1,0,0,80,39,>50K
40,6,243636,9,13,2,12,1,0,1,0,0,50,39,>50K
25,4,202091,12,14,4,10,4,0,0,0,0,60,39,<=50K
43,4,112181,8,11,2,13,6,0,0,0,1902,32,39,>50K
36,4,190759,9,13,2,10,1,0,1,0,0,45,39,>50K
45,4,206459,15,10,2,1,1,0,1,0,0,40,39,<=50K
50,4,341797,11,9,0,3,2,0,1,0,0,40,39,<=50K
58,4,94741,2,8,2,8,6,0,0,0,0,24,39,<=50K
18,4,102182,2,8,4,9,2,0,0,0,0,30,39,<=50K
34,4,30673,12,14,2,10,1,0,1,0,0,55,39,<=50K
28,4,114967,9,13,2,10,1,0,1,0,0,40,39,>50K
26,4,483822,5,4,4,6,5,0,1,0,0,40,13,<=50K
20,4,70076,15,10,4,7,4,0,0,0,0,40,39,<=50K
36,4,167482,0,6,4,6,2,0,1,0,0,40,39,<=50K
41,4,199018,14,15,2,4,1,0,1,0,0,40,39,>50K
19,4,184759,11,9,4,1,2,0,0,0,0,26,39,<=50K
27,4,160178,15,10,0,1,2,0,0,0,0,38,39,<=50K
22,4,71379,15,10,4,10,2,0,0,0,0,35,39,<=50K
24,4,379066,15,10,4,1,2,0,1,0,2205,24,39,<=50K
28,4,204600,11,9,5,11,3,0,1,0,0,40,39,<=50K
42,2,267138,15,10,2,3,1,2,1,0,0,40,39,<=50K
43,4,328570,15,10,0,7,5,2,0,0,0,38,39,<=50K
18,4,88642,15,10,4,12,4,0,1,0,0,15,39,<=50K
32,4,180603,9,13,2,12,1,0,1,0,0,40,39,>50K
43,6,271665,11,9,2,12,1,0,1,0,0,45,39,<=50K
41,6,226505,11,9,0,8,5,0,0,0,0,40,39,<=50K
43,4,147110,15,10,4,1,5,0,1,0,0,48,39,>50K
43,6,240170,9,13,2,4,1,0,1,0,0,50,11,<=50K
30,4,193598,13,1,4,5,2,0,1,0,0,40,26,<=50K
18,4,96483,11,9,4,8,4,3,0,0,0,20,39,<=50K
46,0,280030,4,3,2,0,1,0,1,0,0,40,26,<=50K
26,4,247025,11,9,2,14,1,0,1,0,0,65,39,<=50K
22,4,112693,11,9,2,3,1,0,1,0,0,35,39,<=50K
25,4,170786,6,5,4,14,3,0,1,0,0,40,39,<=50K
46,4,128047,15,10,5,12,2,0,1,0,0,42,39,<=50K
38,5,308686,9,13,2,10,1,0,1,0,0,70,39,>50K
54,5,147239,10,16,2,10,1,0,1,0,0,60,39,>50K
30,4,55291,9,13,2,10,1,0,1,0,0,40,39,>50K
51,4,40641,15,10,2,4,1,0,1,0,0,60,39,>50K
25,4,181666,7,12,4,13,4,0,0,0,0,40,39,<=50K
38,4,186191,11,9,2,3,1,0,1,0,0,55,39,<=50K
28,4,136077,0,6,4,6,2,0,1,0,0,40,39,<=50K
35,6,166416,11,9,2,5,1,0,1,0,0,99,39,<=50K
64,0,146272,15,10,2,0,1,0,1,3411,0,15,39,<=50K
30,1,164552,9,13,4,10,2,0,1,0,1876,40,39,<=50K
48,4,498328,0,6,2,14,1,2,1,0,0,40,39,<=50K
43,4,184105,11,9,2,6,1,0,1,0,0,50,39,<=50K
55,4,205422,0,6,2,8,6,2,0,0,0,40,39,<=50K
31,4,209448,0,6,2,5,1,0,1,2105,0,40,26,<=50K
38,6,334366,15,10,2,5,6,0,0,0,0,15,39,<=50K
31,6,176862,15,10,2,3,1,0,1,0,0,40,39,<=50K
48,2,273402,5,4,2,14,1,0,1,0,1902,40,39,<=50K
22,4,290504,11,9,4,8,3,0,1,0,0,40,39,<=50K
21,7,204425,15,10,4,4,4,0,0,0,0,20,39,<=50K
20,4,161708,15,10,4,12,4,0,0,0,0,35,39,<=50K
60,4,81578,6,5,2,12,1,0,1,0,0,40,39,<=50K
53,4,129525,9,13,2,4,1,0,1,0,0,50,39,>50K
23,4,159709,11,9,0,3,2,0,1,0,0,40,39,<=50K
64,6,36960,11,9,2,5,1,0,1,0,0,40,39,>50K
37,4,278632,6,5,2,14,1,0,1,0,0,40,39,<=50K
31,4,188961,7,12,4,13,4,0,0,0,0,40,39,<=50K
32,4,191777,12,14,4,1,2,2,0,0,0,40,39,<=50K
56,6,200235,15,10,2,12,1,0,1,0,0,60,39,<=50K
64,0,193575,1,7,4,0,5,0,1,0,0,40,39,<=50K
28,2,332249,11,9,5,14,4,0,1,0,0,45,39,<=50K
25,7,262664,9,13,2,11,1,0,1,0,0,40,39,>50K
34,4,192002,12,14,2,10,1,0,1,0,0,55,39,>50K
31,4,145791,8,11,0,13,5,0,0,0,0,40,39,<=50K
38,5,187934,11,9,2,8,6,0,0,0,0,20,31,<=50K
62,0,125493,11,9,2,0,6,0,0,5178,0,40,34,>50K
27,4,90692,8,11,4,8,2,3,0,0,0,40,30,<=50K
37,4,195148,11,9,2,3,4,0,1,3137,0,40,39,<=50K
46,7,192779,9,13,2,4,1,0,1,7688,0,40,39,>50K
56,0,128900,15,10,6,0,2,2,0,0,0,40,39,<=50K
53,4,283743,11,9,2,14,1,0,1,0,2002,40,39,<=50K
49,4,39986,6,5,2,3,1,0,1,0,0,40,39,<=50K
29,4,177413,11,9,2,7,1,0,1,0,0,40,39,>50K
39,1,189632,11,9,2,1,6,0,0,0,0,40,39,>50K
33,4,159888,1,7,2,3,1,0,1,0,0,40,39,<=50K
18,4,169652,1,7,4,8,4,0,0,0,0,12,39,<=50K
39,4,32650,8,11,4,5,2,0,1,0,0,60,39,<=50K
44,4,303521,15,10,0,3,2,0,1,0,0,40,39,<=50K
61,1,160155,15,10,2,4,1,0,1,0,0,40,39,>50K
31,4,308540,15,10,2,3,1,0,1,0,0,40,39,>50K
64,2,116620,12,14,2,10,1,0,1,0,0,25,39,<=50K
53,4,104413,11,9,6,8,5,2,0,0,0,20,39,<=50K
62,0,232719,12,14,2,0,1,0,1,0,0,50,39,<=50K
32,4,154571,15,10,4,8,3,3,1,0,0,40,0,<=50K
65,4,264188,11,9,6,12,2,0,0,0,0,24,39,<=50K
25,4,358975,11,9,4,8,2,0,0,0,0,35,39,<=50K
58,4,56331,9,13,2,12,1,0,1,0,0,40,39,<=50K
22,4,228452,0,6,4,3,2,0,1,0,0,30,39,<=50K
48,4,345006,9,13,4,10,2,0,0,0,0,45,26,<=50K
59,4,107833,0,6,2,14,1,0,1,0,1485,40,39,>50K
34,2,124827,15,10,2,4,1,0,1,0,0,40,39,>50K
45,4,148995,10,16,4,10,2,0,1,99999,0,30,39,>50K
23,4,393248,15,10,4,1,4,0,1,0,0,40,39,<=50K
23,4,109952,15,10,2,3,1,0,1,0,0,60,39,<=50K
34,5,209538,9,13,2,12,1,0,1,0,0,50,39,>50K
69,2,197288,11,9,2,4,1,0,1,0,0,35,39,<=50K
55,4,92215,11,9,0,1,2,0,0,0,0,40,39,<=50K
61,4,149405,11,9,2,8,1,2,1,0,0,40,39,<=50K
28,2,135567,9,13,4,1,2,2,0,4101,0,60,39,<=50K
29,7,188986,8,11,4,13,2,0,0,0,1590,64,39,<=50K
29,4,197565,8,11,4,1,4,0,0,0,0,35,39,<=50K
36,4,297449,9,13,0,10,2,0,1,14084,0,40,39,>50K
76,0,191024,9,13,2,0,1,0,1,0,0,30,39,<=50K
26,4,164583,11,9,0,12,5,0,0,0,0,30,39,<=50K
40,1,26880,15,10,4,1,5,0,0,0,0,40,39,<=50K
58,4,95835,15,10,2,13,1,0,1,0,0,36,39,<=50K
21,4,322674,15,10,4,8,2,0,1,0,0,32,39,<=50K
34,4,344275,11,9,4,14,2,0,1,0,0,70,39,<=50K
20,4,116791,11,9,4,7,3,0,0,0,0,40,39,<=50K
34,2,62463,15,10,2,14,1,0,1,0,1579,40,39,<=50K
36,4,241998,9,13,2,3,1,0,1,0,0,50,39,>50K
22,4,110946,15,10,4,8,2,0,0,0,0,40,39,<=50K
21,4,255685,15,10,4,8,4,2,1,0,0,40,28,<=50K
45,4,235646,9,13,2,4,1,0,1,0,0,40,39,>50K
22,4,264738,11,9,4,4,3,0,0,0,0,42,11,<=50K
32,4,34066,0,6,2,6,1,4,1,0,0,40,39,<=50K
42,4,143582,5,4,2,8,3,3,0,0,0,48,0,<=50K
23,7,368739,9,13,4,10,2,0,0,0,0,40,39,<=50K
43,4,220589,11,9,0,4,5,0,0,0,0,40,39,<=50K
20,4,385077,2,8,4,7,4,0,1,0,0,40,39,<=50K
43,4,234220,11,9,0,7,4,0,0,0,0,40,5,<=50K
36,5,108293,9,13,2,4,6,0,0,0,1977,45,39,>50K
22,4,298227,11,9,4,6,5,0,1,0,0,35,39,<=50K
25,4,102476,9,13,4,10,2,0,1,0,0,50,39,<=50K
24,2,34246,9,13,4,10,2,3,1,0,0,40,39,<=50K
76,2,169133,15,10,6,1,2,0,0,0,0,30,39,<=50K
39,4,342448,9,13,2,1,1,0,1,0,0,45,39,<=50K
39,0,180868,1,7,4,0,2,2,0,0,0,40,39,<=50K
40,5,475322,9,13,5,3,4,0,1,0,0,50,39,<=50K
35,4,123606,15,10,2,6,1,0,1,0,0,40,39,<=50K
47,7,207120,8,11,2,4,1,0,1,0,0,38,39,>50K
24,4,174138,7,12,2,3,1,0,1,0,0,40,39,<=50K
31,4,81846,11,9,2,1,1,3,1,0,0,40,39,<=50K
37,2,397877,9,13,2,1,1,0,1,0,0,40,39,>50K
55,4,193568,11,9,6,1,2,0,0,0,0,40,39,<=50K
18,4,270502,1,7,4,4,4,0,0,0,0,20,39,<=50K
43,7,255835,15,10,0,1,3,0,0,0,0,40,39,<=50K
20,0,84375,11,9,2,0,6,0,0,0,0,45,39,<=50K
40,4,199303,11,9,2,3,1,0,1,0,0,40,39,<=50K
24,4,94395,15,10,4,3,2,0,1,0,0,40,39,<=50K
62,4,123582,0,6,0,8,5,0,0,0,0,40,39,<=50K
55,0,52267,12,14,2,0,1,0,1,0,0,18,39,<=50K
48,4,188432,11,9,2,7,1,0,1,3103,0,46,39,>50K
43,4,175224,11,9,2,8,1,0,1,0,0,60,27,<=50K
52,4,145271,9,13,2,3,1,3,1,0,0,40,39,<=50K
45,4,97842,15,10,2,7,1,0,1,0,0,65,39,<=50K
45,2,54190,12,14,2,10,1,0,1,0,0,50,39,>50K
46,4,261059,12,14,2,10,1,0,1,0,1977,50,39,>50K
20,4,212668,15,10,4,12,4,0,0,0,0,30,39,<=50K
45,2,148254,12,14,0,10,2,0,0,0,0,35,39,<=50K
77,4,149912,9,13,4,10,2,0,0,0,0,10,39,<=50K
38,0,281768,5,4,0,0,5,2,0,0,0,30,39,<=50K
33,5,281832,10,16,2,10,1,0,1,0,0,40,5,>50K
49,4,43348,12,14,4,10,2,0,1,0,0,40,39,>50K
30,4,143392,9,13,2,1,6,0,0,0,0,40,39,<=50K
26,4,161007,9,13,4,1,4,0,1,0,0,30,39,<=50K
53,4,89587,15,10,2,14,1,0,1,7298,0,45,39,>50K
35,6,372525,9,13,4,4,2,0,1,0,0,40,39,<=50K
52,4,308764,15,10,0,4,5,0,0,0,0,40,39,<=50K
34,4,143582,15,10,4,1,2,3,0,0,0,35,24,<=50K
24,7,257621,9,13,4,10,2,0,0,0,0,20,39,<=50K
34,4,306215,8,11,4,6,2,2,1,0,0,40,39,<=50K
26,4,73312,1,7,4,7,5,0,0,0,0,15,39,<=50K
35,4,45937,11,9,4,7,2,0,0,0,0,40,39,<=50K
33,4,156192,12,14,2,10,1,0,1,0,0,45,39,>50K
22,1,262819,15,10,4,1,2,0,0,0,0,40,39,<=50K
32,4,29933,11,9,2,7,1,0,1,5178,0,40,39,>50K
38,4,149018,11,9,2,3,1,0,1,0,0,40,39,<=50K
52,7,216342,9,13,6,4,5,0,0,0,0,55,39,<=50K
27,4,267147,11,9,4,12,4,0,1,0,0,40,39,<=50K
63,4,236338,11,9,2,12,6,0,0,0,0,35,39,<=50K
48,4,125120,15,10,0,1,5,0,0,0,0,55,39,<=50K
26,4,247025,11,9,4,11,5,0,1,0,0,44,39,<=50K
47,4,201127,15,10,2,14,1,0,1,0,0,50,39,<=50K
31,4,86958,6,5,2,4,6,0,0,0,0,40,39,<=50K
26,4,330263,11,9,5,8,2,0,1,0,0,40,39,<=50K
25,4,201579,6,5,4,3,2,0,1,0,0,40,26,<=50K
32,4,216145,15,10,4,3,2,0,1,4650,0,45,39,<=50K
50,1,36489,15,10,0,4,5,0,1,0,0,40,39,<=50K
26,4,104045,9,13,4,4,2,0,0,0,0,40,39,<=50K
44,5,71556,12,14,2,12,1,0,1,0,0,50,0,>50K
36,4,190023,11,9,2,14,1,0,1,0,0,60,39,>50K
20,0,174714,15,10,4,0,4,0,1,0,0,20,39,<=50K
58,4,34788,15,10,2,12,1,0,1,0,1887,40,39,>50K
30,5,109282,9,13,2,12,1,0,1,0,0,52,39,>50K
20,4,194891,11,9,4,1,2,0,0,0,0,40,39,<=50K
54,4,177927,12,14,2,10,1,0,1,0,0,60,39,<=50K
51,4,237630,11,9,2,13,1,0,1,7298,0,50,39,>50K
23,4,123490,1,7,0,8,5,0,0,0,0,35,39,<=50K
57,4,29375,11,9,5,12,2,4,0,0,0,35,39,<=50K
21,4,224640,15,10,4,12,4,0,0,0,0,40,39,<=50K
28,2,327533,11,9,2,11,1,0,1,3908,0,40,39,<=50K
59,4,171355,10,16,2,4,1,0,1,0,0,40,39,>50K
56,5,216636,2,8,2,4,1,0,1,0,1651,40,39,<=50K
48,4,192791,11,9,2,7,1,0,1,0,0,40,39,<=50K
58,2,271795,5,4,2,3,1,0,1,0,0,40,39,<=50K
37,4,140673,15,10,2,12,6,0,0,0,0,40,39,>50K
29,4,195284,10,16,0,10,2,0,0,0,0,60,39,>50K
35,6,31095,8,11,4,5,2,0,1,0,0,60,39,<=50K
22,4,126613,15,10,4,12,4,0,0,0,0,20,39,<=50K
29,4,253801,11,9,2,3,1,0,1,0,0,40,7,<=50K
70,6,143833,15,10,2,4,1,0,1,0,2246,40,39,>50K
43,6,170230,9,13,4,12,2,0,0,0,0,60,39,<=50K
61,4,183735,15,10,2,12,1,0,1,0,0,45,39,>50K
31,4,467579,9,13,2,4,1,2,1,0,1887,40,39,>50K
24,4,153583,15,10,4,12,4,0,0,0,0,40,39,<=50K
27,4,154210,1,7,3,12,4,3,1,0,0,35,19,<=50K
51,4,159604,15,10,2,10,6,0,0,0,0,40,39,>50K
25,4,192149,9,13,4,1,4,0,0,0,0,40,39,<=50K
52,2,43909,11,9,0,1,5,2,0,0,0,40,39,<=50K
33,4,401104,11,9,2,6,1,0,1,0,0,50,39,>50K
82,6,71438,11,9,2,5,1,0,1,0,0,20,39,<=50K
21,7,142766,15,10,4,4,4,0,1,0,0,40,39,<=50K
31,4,123983,15,10,5,12,5,3,1,0,0,40,35,<=50K
25,4,306513,15,10,2,1,1,0,1,0,0,45,39,<=50K
26,4,82246,9,13,4,4,2,0,1,0,1876,38,39,<=50K
29,4,46609,0,6,4,3,2,2,1,0,0,40,0,<=50K
21,4,174714,7,12,4,1,4,0,1,0,0,35,39,<=50K
57,5,61885,11,9,2,10,1,2,1,0,0,60,39,>50K
41,4,166740,11,9,2,7,1,0,1,0,0,40,39,<=50K
